PROD_CODE,PROD_CODE_10,PACKAGING,CARBON_FOOTPRINT,HAZARDOUS_MATERIAL,RECYCLABLE
PRD0903760,CL00135,1,2,1,1
PRD0904331,CL00165,3,2,1,2
PRD0904374,CL00092,2,5,2,1
PRD0900054,CL00067,3,3,1,3
PRD0900420,CL00234,2,7,1,2
PRD0900514,CL00163,3,2,1,2
PRD0900521,CL00151,2,6,1,1
PRD0900976,CL00081,3,6,1,3
PRD0901233,CL00122,2,3,2,2
PRD0901440,CL00146,3,7,1,1
PRD0901460,CL00169,1,10,2,1
PRD0901733,CL00125,3,5,1,1
PRD0901748,CL00163,3,5,1,1
PRD0901780,CL00159,2,3,2,2
PRD0901959,CL00157,2,6,1,2
PRD0902086,CL00096,1,10,2,3
PRD0902156,CL00213,1,4,2,3
PRD0902481,CL00022,1,3,2,1
PRD0902544,CL00163,3,3,1,1
PRD0903065,CL00229,2,2,1,2
PRD0903112,CL00086,3,3,1,1
PRD0903145,CL00010,3,9,2,2
PRD0903208,CL00110,3,4,1,3
PRD0903442,CL00140,3,5,2,2
PRD0903456,CL00009,2,4,1,2
PRD0903470,CL00009,2,1,1,3
PRD0903651,CL00053,2,9,2,2
PRD0904089,CL00155,1,9,1,2
PRD0904156,CL00157,2,4,2,1
PRD0904228,CL00132,3,1,1,2
PRD0904382,CL00206,1,4,2,3
PRD0904566,CL00129,2,3,1,3
PRD0904663,CL00212,2,5,1,1
PRD0904880,CL00119,3,5,1,1
PRD0904151,CL00033,1,8,1,3
PRD0902006,CL00046,3,2,2,3
PRD0901477,CL00061,2,6,1,2
PRD0903704,CL00024,1,4,1,3
PRD0900105,CL00152,2,8,1,1
PRD0900174,CL00034,1,8,2,2
PRD0900187,CL00128,3,5,1,1
PRD0900188,CL00075,3,1,2,1
PRD0900428,CL00129,2,1,2,1
PRD0900913,CL00076,1,8,2,2
PRD0901202,CL00051,2,3,1,3
PRD0901463,CL00075,2,5,2,2
PRD0902741,CL00240,1,9,2,1
PRD0902831,CL00130,2,3,1,2
PRD0902872,CL00076,3,3,2,3
PRD0903014,CL00034,1,7,1,1
PRD0903020,CL00135,1,3,2,3
PRD0903054,CL00147,2,10,2,2
PRD0903835,CL00107,3,1,2,1
PRD0903931,CL00072,3,8,2,3
PRD0904595,CL00111,3,10,2,3
PRD0904749,CL00159,2,10,1,3
PRD0904969,CL00008,3,9,1,1
PRD0900010,CL00248,3,8,1,3
PRD0900053,CL00070,1,5,2,3
PRD0900059,CL00198,1,10,1,1
PRD0900293,CL00238,2,9,1,2
PRD0900820,CL00067,1,4,1,1
PRD0900988,CL00230,2,8,2,2
PRD0901149,CL00157,2,6,2,1
PRD0901384,CL00178,3,9,1,1
PRD0901851,CL00025,2,2,2,1
PRD0902521,CL00070,3,7,1,1
PRD0902814,CL00110,1,8,2,2
PRD0902859,CL00069,2,5,1,1
PRD0903523,CL00213,3,4,1,1
PRD0903547,CL00116,3,1,2,1
PRD0903633,CL00209,3,9,1,2
PRD0903958,CL00076,1,10,2,3
PRD0903961,CL00152,2,2,2,3
PRD0904030,CL00006,3,8,1,2
PRD0904148,CL00110,2,7,1,2
PRD0904941,CL00123,2,2,1,1
PRD0902981,CL00100,3,9,1,1
PRD0904036,CL00198,1,8,2,2
PRD0900795,CL00186,2,5,1,3
PRD0902997,CL00187,2,7,1,3
PRD0900638,CL00205,2,8,1,3
PRD0900776,CL00076,3,1,1,1
PRD0901342,CL00164,2,3,1,3
PRD0901590,CL00022,1,6,1,2
PRD0901669,CL00185,2,9,1,2
PRD0901844,CL00238,1,9,1,3
PRD0902024,CL00142,3,7,1,2
PRD0902045,CL00065,2,5,2,3
PRD0902154,CL00196,3,6,1,3
PRD0903185,CL00034,1,3,1,2
PRD0903657,CL00127,3,8,1,1
PRD0903790,CL00191,2,3,1,3
PRD0903871,CL00117,3,2,2,1
PRD0903910,CL00027,3,4,1,2
PRD0904205,CL00129,1,5,1,1
PRD0904378,CL00032,2,10,1,3
PRD0904982,CL00019,3,6,1,2
PRD0903111,CL00061,3,2,2,2
PRD0901104,CL00131,3,7,2,1
PRD0902193,CL00105,3,5,2,2
PRD0903088,CL00164,2,9,2,2
PRD0903550,CL00096,2,5,2,1
PRD0903844,CL00238,1,7,2,1
PRD0900197,CL00144,3,9,1,3
PRD0900850,CL00109,1,10,1,3
PRD0901160,CL00235,2,1,1,1
PRD0901286,CL00197,3,7,2,2
PRD0901424,CL00079,3,6,2,2
PRD0901870,CL00043,2,7,2,1
PRD0904219,CL00079,3,4,1,2
PRD0904830,CL00197,1,7,1,2
PRD0901225,CL00002,2,7,2,1
PRD0900732,CL00152,1,8,1,3
PRD0901598,CL00185,3,9,2,2
PRD0901605,CL00138,1,2,1,3
PRD0902334,CL00132,2,7,2,3
PRD0902422,CL00186,1,9,1,3
PRD0904019,CL00092,1,5,1,2
PRD0904041,CL00008,1,2,1,2
PRD0900937,CL00116,3,1,2,1
PRD0901030,CL00076,3,5,2,3
PRD0901137,CL00215,2,1,2,3
PRD0901256,CL00140,3,10,2,2
PRD0902996,CL00116,2,9,2,3
PRD0903455,CL00213,2,2,1,1
PRD0904808,CL00201,2,2,1,3
PRD0903295,CL00032,3,1,1,2
PRD0903816,CL00163,1,1,1,2
PRD0900057,CL00107,2,6,1,1
PRD0901319,CL00163,1,6,2,1
PRD0901738,CL00204,3,10,1,2
PRD0902705,CL00076,3,4,2,2
PRD0902955,CL00214,2,5,1,1
PRD0903294,CL00079,2,2,1,2
PRD0903940,CL00129,2,10,2,2
PRD0901243,CL00005,3,2,2,3
PRD0901231,CL00073,2,7,1,1
PRD0900148,CL00213,3,5,1,3
PRD0901059,CL00214,2,2,1,1
PRD0901377,CL00213,2,6,2,3
PRD0901391,CL00214,1,3,2,1
PRD0901483,CL00236,2,9,1,3
PRD0901537,CL00163,3,9,1,2
PRD0902016,CL00177,3,9,1,2
PRD0902401,CL00151,1,6,1,1
PRD0902802,CL00084,2,1,1,1
PRD0902833,CL00032,2,7,1,2
PRD0903100,CL00207,2,10,1,3
PRD0903281,CL00204,2,4,2,1
PRD0903410,CL00113,3,1,1,2
PRD0903486,CL00073,3,3,2,1
PRD0903647,CL00205,1,7,2,1
PRD0903877,CL00155,2,7,2,3
PRD0903960,CL00129,3,4,2,1
PRD0904432,CL00233,3,8,1,1
PRD0904905,CL00163,2,8,2,1
PRD0904943,CL00159,2,8,2,3
PRD0903188,CL00089,3,7,2,2
PRD0900039,CL00022,3,3,1,3
PRD0901325,CL00074,2,8,1,1
PRD0901497,CL00076,1,10,1,3
PRD0903682,CL00129,3,1,2,3
PRD0904233,CL00140,2,8,2,3
PRD0904847,CL00067,3,10,1,3
PRD0904888,CL00073,1,9,2,3
PRD0904107,CL00127,3,6,1,2
PRD0904168,CL00135,1,4,2,3
PRD0900224,CL00116,3,3,1,3
PRD0901663,CL00111,3,10,2,3
PRD0900548,CL00201,2,4,1,1
PRD0900881,CL00135,2,7,1,2
PRD0901574,CL00213,2,1,2,1
PRD0903396,CL00164,2,10,1,2
PRD0903625,CL00173,2,6,2,2
PRD0902978,CL00162,3,5,2,1
PRD0901081,CL00043,1,4,2,3
PRD0900164,CL00187,3,5,2,2
PRD0900316,CL00156,1,2,2,2
PRD0900395,CL00050,2,9,2,1
PRD0900788,CL00129,1,7,1,2
PRD0903109,CL00199,1,8,1,1
PRD0903209,CL00127,2,9,1,2
PRD0903282,CL00150,3,9,1,1
PRD0904942,CL00243,1,8,1,1
PRD0902413,CL00152,3,10,2,1
PRD0904504,CL00135,3,7,1,1
PRD0903363,CL00113,1,8,1,2
PRD0904850,CL00107,1,6,2,2
PRD0900206,CL00239,2,8,2,2
PRD0900255,CL00113,1,4,1,1
PRD0900539,CL00102,2,2,2,1
PRD0901403,CL00085,3,8,2,2
PRD0901431,CL00096,2,1,2,2
PRD0903726,CL00095,1,10,1,2
PRD0904623,CL00006,1,10,1,3
PRD0904996,CL00079,2,9,1,2
PRD0901425,CL00160,3,9,1,1
PRD0901842,CL00076,3,9,1,2
PRD0902329,CL00076,1,4,2,2
PRD0902966,CL00001,3,9,2,3
PRD0903870,CL00123,2,4,1,1
PRD0904747,CL00129,3,6,2,2
PRD0901964,CL00129,3,3,2,3
PRD0901781,CL00127,1,10,2,3
PRD0900060,CL00199,1,10,1,2
PRD0900080,CL00006,3,7,2,2
PRD0900088,CL00084,2,2,2,1
PRD0900219,CL00092,3,8,1,1
PRD0900511,CL00041,2,8,2,1
PRD0900654,CL00221,3,4,2,2
PRD0901614,CL00086,1,4,1,3
PRD0901890,CL00151,3,1,1,2
PRD0902416,CL00048,1,7,1,3
PRD0902824,CL00107,1,2,2,2
PRD0903468,CL00162,1,2,2,3
PRD0903881,CL00128,3,5,2,2
PRD0903946,CL00215,3,10,1,1
PRD0903999,CL00067,2,4,2,1
PRD0904090,CL00248,1,6,1,1
PRD0904146,CL00075,3,8,2,2
PRD0904306,CL00207,3,10,2,3
PRD0904673,CL00200,3,2,1,2
PRD0902818,CL00078,2,5,1,2
PRD0901698,CL00020,2,1,2,2
PRD0900012,CL00075,2,3,2,3
PRD0902160,CL00045,1,3,1,3
PRD0902764,CL00248,1,4,1,1
PRD0902765,CL00059,2,10,1,2
PRD0903207,CL00172,3,2,1,3
PRD0903231,CL00147,3,9,1,3
PRD0902606,CL00101,3,9,1,3
PRD0903265,CL00164,2,3,2,2
PRD0904108,CL00053,3,5,2,3
PRD0900533,CL00157,3,10,1,2
PRD0901750,CL00140,2,10,1,2
PRD0904377,CL00136,3,2,2,3
PRD0900361,CL00051,2,4,1,1
PRD0900455,CL00128,1,10,1,2
PRD0900645,CL00199,2,10,1,3
PRD0901553,CL00131,2,8,1,2
PRD0902037,CL00179,2,2,2,2
PRD0902169,CL00169,1,10,1,3
PRD0902511,CL00092,2,8,2,3
PRD0902456,CL00010,3,8,2,3
PRD0900344,CL00199,2,6,1,1
PRD0901181,CL00157,2,2,1,1
PRD0901206,CL00209,2,1,2,2
PRD0903187,CL00043,1,1,2,2
PRD0903544,CL00083,2,2,2,3
PRD0903609,CL00012,2,6,2,1
PRD0903756,CL00092,2,3,2,2
PRD0904487,CL00207,3,4,2,2
PRD0904546,CL00207,1,10,1,3
PRD0904768,CL00140,3,2,1,1
PRD0904822,CL00214,1,7,2,1
PRD0902110,CL00092,2,9,2,3
PRD0900707,CL00198,3,3,2,2
PRD0904442,CL00106,1,1,2,3
PRD0900490,CL00070,1,7,2,1
PRD0900729,CL00238,3,8,1,1
PRD0902240,CL00076,1,7,1,1
PRD0902393,CL00199,3,9,1,2
PRD0904034,CL00199,1,4,2,3
PRD0900028,CL00070,1,10,2,1
PRD0901564,CL00208,2,7,2,1
PRD0904810,CL00136,1,4,1,1
PRD0900658,CL00141,1,6,2,2
PRD0901471,CL00129,3,8,1,1
PRD0902228,CL00165,2,2,1,2
PRD0902301,CL00079,1,10,1,1
PRD0900272,CL00123,2,5,2,2
PRD0901646,CL00132,3,7,2,2
PRD0901829,CL00007,3,6,2,1
PRD0902605,CL00081,2,5,2,2
PRD0902707,CL00096,2,3,2,3
PRD0902710,CL00129,3,6,2,3
PRD0903077,CL00224,1,3,1,3
PRD0904415,CL00032,2,3,1,3
PRD0900048,CL00103,3,3,2,2
PRD0900115,CL00110,2,4,2,3
PRD0900226,CL00067,1,1,2,2
PRD0900623,CL00233,3,8,2,1
PRD0901709,CL00076,2,2,2,3
PRD0902030,CL00212,3,5,1,1
PRD0902052,CL00069,2,7,2,2
PRD0902090,CL00208,2,8,2,1
PRD0902191,CL00165,1,2,1,1
PRD0902278,CL00206,2,3,1,3
PRD0902330,CL00150,2,10,2,2
PRD0902812,CL00208,1,4,2,1
PRD0903365,CL00160,2,3,2,2
PRD0904175,CL00152,3,2,2,1
PRD0904539,CL00209,2,3,1,1
PRD0902128,CL00208,1,9,2,2
PRD0900221,CL00154,3,2,2,3
PRD0900402,CL00074,2,1,1,1
PRD0901203,CL00209,1,2,2,2
PRD0901576,CL00035,1,1,1,3
PRD0901971,CL00169,1,1,1,1
PRD0902889,CL00105,2,5,2,2
PRD0903142,CL00165,1,10,1,1
PRD0903159,CL00081,1,1,1,3
PRD0903796,CL00205,2,1,2,2
PRD0904879,CL00233,3,8,2,2
PRD0900156,CL00020,2,3,1,2
PRD0900600,CL00144,3,5,1,1
PRD0900678,CL00010,3,9,2,1
PRD0902653,CL00085,3,5,2,1
PRD0902933,CL00198,1,7,1,3
PRD0902952,CL00129,3,7,1,3
PRD0903548,CL00205,2,5,1,2
PRD0903575,CL00169,1,5,2,3
PRD0903713,CL00127,3,1,1,1
PRD0904406,CL00163,2,3,1,2
PRD0904697,CL00156,3,1,2,1
PRD0900821,CL00100,3,9,1,2
PRD0902766,CL00079,3,2,1,1
PRD0901659,CL00135,3,6,1,2
PRD0903028,CL00169,3,3,1,2
PRD0903080,CL00067,2,1,2,2
PRD0904321,CL00156,1,4,2,3
PRD0904430,CL00033,2,9,2,2
PRD0901966,CL00079,1,1,1,3
PRD0902666,CL00199,2,5,2,1
PRD0904139,CL00169,1,2,1,2
PRD0900824,CL00206,1,7,2,1
PRD0902023,CL00133,1,3,2,1
PRD0901036,CL00130,1,7,2,2
PRD0902146,CL00136,1,5,1,1
PRD0902612,CL00012,1,8,2,1
PRD0903995,CL00128,1,5,1,3
PRD0904329,CL00062,3,6,2,3
PRD0900528,CL00156,3,1,1,3
PRD0902021,CL00126,1,9,2,1
PRD0901193,CL00238,3,9,2,2
PRD0900613,CL00236,1,5,2,1
PRD0901271,CL00229,1,7,1,1
PRD0902308,CL00164,3,3,2,3
PRD0904342,CL00110,2,7,2,2
PRD0901037,CL00162,1,8,1,2
PRD0901459,CL00230,3,4,1,3
PRD0903784,CL00102,3,10,1,2
PRD0903858,CL00046,1,10,2,3
PRD0900695,CL00207,1,4,1,1
PRD0902948,CL00129,3,7,1,1
PRD0903380,CL00094,3,5,1,3
PRD0903889,CL00142,2,6,1,2
PRD0904173,CL00100,1,1,1,1
PRD0901634,CL00140,3,2,2,2
PRD0902332,CL00157,1,10,1,2
PRD0903483,CL00157,1,5,1,1
PRD0903487,CL00150,3,4,1,1
PRD0904084,CL00129,3,3,2,2
PRD0904114,CL00111,2,8,2,3
PRD0901201,CL00079,2,7,1,1
PRD0902949,CL00171,2,3,1,3
PRD0901725,CL00070,1,8,2,1
PRD0900338,CL00081,2,4,2,2
PRD0901261,CL00074,2,3,2,1
PRD0901645,CL00142,1,4,1,1
PRD0903440,CL00215,1,8,2,3
PRD0903501,CL00001,3,8,1,3
PRD0903626,CL00209,1,3,2,3
PRD0904577,CL00140,1,1,1,1
PRD0900153,CL00110,2,8,1,3
PRD0900812,CL00079,3,8,1,1
PRD0904913,CL00144,1,5,2,2
PRD0903316,CL00076,2,9,1,1
PRD0900838,CL00129,1,5,2,1
PRD0901022,CL00198,2,5,2,1
PRD0901275,CL00207,1,7,1,3
PRD0901360,CL00101,1,2,2,2
PRD0901629,CL00032,3,5,2,1
PRD0901688,CL00013,1,2,1,2
PRD0901828,CL00236,1,3,2,1
PRD0903974,CL00129,2,10,2,1
PRD0900041,CL00159,3,10,2,3
PRD0900741,CL00154,1,5,2,2
PRD0902292,CL00148,1,5,2,1
PRD0904400,CL00142,3,10,1,1
PRD0904515,CL00169,1,7,1,2
PRD0900590,CL00187,1,2,2,1
PRD0900237,CL00179,1,5,2,2
PRD0902911,CL00187,1,4,2,1
PRD0903163,CL00152,2,6,2,1
PRD0904778,CL00142,2,1,1,1
PRD0901260,CL00187,1,4,2,1
PRD0901531,CL00187,3,1,1,3
PRD0901652,CL00235,1,10,2,3
PRD0902150,CL00206,1,5,2,3
PRD0902901,CL00200,1,9,2,3
PRD0903055,CL00086,2,10,2,3
PRD0903139,CL00153,2,3,1,2
PRD0903417,CL00142,1,2,1,1
PRD0903496,CL00201,2,6,2,1
PRD0903634,CL00223,3,8,1,3
PRD0903792,CL00127,3,5,1,1
PRD0904705,CL00202,3,10,2,1
PRD0904767,CL00134,3,3,1,1
PRD0900847,CL00209,1,4,1,3
PRD0903435,CL00101,1,6,2,2
PRD0903538,CL00209,3,5,1,3
PRD0903762,CL00134,2,6,2,1
PRD0903772,CL00209,1,10,2,2
PRD0904553,CL00096,3,7,2,3
PRD0903954,CL00074,3,5,2,3
PRD0902921,CL00214,1,3,1,2
PRD0903982,CL00165,1,9,1,2
PRD0904278,CL00077,2,5,1,3
PRD0901591,CL00049,3,9,1,3
PRD0901593,CL00208,1,3,2,3
PRD0903797,CL00155,1,2,2,1
PRD0904521,CL00006,2,3,1,3
PRD0902427,CL00204,3,5,1,3
PRD0900232,CL00208,1,10,1,2
PRD0903956,CL00126,2,2,1,1
PRD0901155,CL00198,1,8,2,3
PRD0902080,CL00214,2,1,2,3
PRD0903141,CL00205,2,7,1,1
PRD0904328,CL00214,1,7,1,2
PRD0904605,CL00134,3,1,2,3
PRD0903507,CL00127,1,8,1,3
PRD0900261,CL00130,2,8,1,1
PRD0903510,CL00044,3,4,2,1
PRD0904862,CL00077,3,1,2,1
PRD0903915,CL00169,2,4,1,2
PRD0900216,CL00142,1,6,2,3
PRD0903045,CL00169,2,10,1,3
PRD0900628,CL00205,3,6,2,3
PRD0900627,CL00096,3,6,2,2
PRD0900724,CL00142,3,8,1,2
PRD0901034,CL00151,2,5,2,2
PRD0902712,CL00010,3,3,1,2
PRD0904052,CL00200,2,3,1,3
PRD0904706,CL00238,3,2,2,2
PRD0900766,CL00235,1,5,1,1
PRD0900016,CL00165,2,4,1,1
PRD0903358,CL00216,2,9,2,3
PRD0904018,CL00142,3,6,2,1
PRD0900828,CL00127,3,4,2,1
PRD0901198,CL00121,2,10,2,2
PRD0901367,CL00105,3,5,1,2
PRD0901655,CL00204,1,1,2,2
PRD0904265,CL00207,1,2,2,2
PRD0904849,CL00128,1,10,2,2
PRD0903950,CL00061,3,10,2,1
PRD0900063,CL00185,1,8,2,2
PRD0900095,CL00036,3,8,1,3
PRD0900320,CL00235,3,6,1,3
PRD0901044,CL00201,2,7,1,3
PRD0901177,CL00214,1,8,2,2
PRD0903604,CL00129,3,8,1,2
PRD0904053,CL00129,2,5,1,1
PRD0901970,CL00148,2,3,2,3
PRD0902811,CL00204,2,6,1,2
PRD0902947,CL00142,2,10,2,1
PRD0903254,CL00196,2,2,1,3
PRD0903245,CL00207,3,9,1,3
PRD0904495,CL00079,1,5,2,1
PRD0902762,CL00145,1,6,2,1
PRD0904919,CL00209,3,8,2,3
PRD0900652,CL00050,3,8,2,1
PRD0901404,CL00213,2,1,2,1
PRD0901788,CL00134,3,8,1,1
PRD0902857,CL00205,1,9,1,2
PRD0903666,CL00205,3,3,2,3
PRD0903725,CL00137,3,9,2,3
PRD0904037,CL00238,1,7,2,2
PRD0901118,CL00076,1,9,1,3
PRD0900281,CL00129,3,2,2,3
PRD0900499,CL00240,3,4,2,2
PRD0903216,CL00054,1,5,1,3
PRD0904629,CL00007,1,5,1,2
PRD0904991,CL00129,2,10,2,2
PRD0901550,CL00126,3,5,1,1
PRD0901495,CL00127,1,10,1,1
PRD0904398,CL00160,1,7,1,2
PRD0904711,CL00187,3,7,1,2
PRD0900102,CL00108,3,5,1,1
PRD0901523,CL00135,3,7,2,2
PRD0902400,CL00134,3,3,2,1
PRD0903976,CL00207,3,3,1,2
PRD0902234,CL00076,1,4,1,3
PRD0902775,CL00009,1,10,1,1
PRD0903420,CL00003,2,10,2,2
PRD0903729,CL00165,1,8,1,3
PRD0900072,CL00163,2,1,1,1
PRD0901737,CL00083,3,7,2,3
PRD0902042,CL00209,1,1,1,1
PRD0902182,CL00129,2,1,1,3
PRD0901658,CL00204,1,7,2,1
PRD0901884,CL00070,1,8,1,1
PRD0903941,CL00235,1,7,1,3
PRD0904543,CL00070,3,1,1,2
PRD0900611,CL00213,2,5,1,2
PRD0901677,CL00184,1,2,1,1
PRD0904865,CL00238,2,1,2,3
PRD0901547,CL00160,1,6,2,1
PRD0902297,CL00007,1,10,2,1
PRD0904288,CL00135,3,5,2,3
PRD0901539,CL00067,3,6,2,1
PRD0901806,CL00224,1,2,1,1
PRD0903397,CL00199,3,8,1,2
PRD0901328,CL00072,1,1,1,2
PRD0903576,CL00169,3,10,1,1
PRD0900948,CL00129,2,2,2,1
PRD0901940,CL00092,1,6,1,3
PRD0902774,CL00131,3,1,2,2
PRD0904383,CL00035,2,6,2,2
PRD0904907,CL00110,2,4,2,3
PRD0900406,CL00085,2,6,2,1
PRD0901457,CL00209,2,7,2,1
PRD0902396,CL00209,1,9,1,1
PRD0902360,CL00207,1,8,1,2
PRD0904310,CL00165,2,1,1,1
PRD0901905,CL00008,1,6,2,2
PRD0901249,CL00110,2,9,1,3
PRD0903641,CL00157,2,2,1,2
PRD0904137,CL00140,3,1,1,1
PRD0900464,CL00147,1,9,2,1
PRD0902114,CL00135,1,10,2,3
PRD0902510,CL00142,2,1,1,1
PRD0903566,CL00198,1,5,1,3
PRD0903977,CL00179,2,4,2,1
PRD0903400,CL00110,2,4,2,3
PRD0900969,CL00041,3,10,2,2
PRD0902753,CL00087,3,9,2,3
PRD0903661,CL00235,3,7,2,1
PRD0904699,CL00198,1,5,2,2
PRD0902121,CL00151,1,4,1,1
PRD0901929,CL00044,2,3,1,3
PRD0903478,CL00205,3,10,2,1
PRD0901435,CL00136,3,7,1,3
PRD0903502,CL00101,3,3,1,2
PRD0903121,CL00117,3,7,1,3
PRD0903694,CL00195,3,8,2,3
PRD0903346,CL00106,1,9,2,1
PRD0901883,CL00094,2,3,1,2
PRD0900169,CL00238,1,7,2,2
PRD0904807,CL00160,3,4,1,1
PRD0902715,CL00207,1,8,2,2
PRD0900799,CL00169,2,10,1,1
PRD0904440,CL00155,3,5,2,3
PRD0900955,CL00209,2,4,2,3
PRD0904274,CL00162,3,9,2,2
PRD0904889,CL00058,3,5,2,2
PRD0902341,CL00150,3,4,1,3
PRD0900693,CL00129,3,10,1,2
PRD0903585,CL00113,3,2,1,3
PRD0900120,CL00198,3,3,2,1
PRD0902761,CL00207,2,3,1,1
PRD0900977,CL00240,2,3,2,1
PRD0902133,CL00207,3,7,2,2
PRD0903658,CL00136,3,3,1,1
PRD0903853,CL00063,3,3,2,3
PRD0900634,CL00169,1,9,2,3
PRD0902421,CL00129,1,3,2,2
PRD0903451,CL00116,2,9,1,1
PRD0903820,CL00012,2,8,1,1
PRD0903855,CL00152,3,8,2,1
PRD0903932,CL00136,1,2,2,1
PRD0901694,CL00230,1,8,1,3
PRD0902526,CL00233,2,10,1,2
PRD0904102,CL00200,1,7,2,1
PRD0900503,CL00207,2,10,2,1
PRD0903775,CL00086,2,9,2,3
PRD0900586,CL00207,2,2,1,2
PRD0902202,CL00207,2,7,2,1
PRD0900626,CL00144,2,5,1,2
PRD0901479,CL00179,2,4,2,2
PRD0903838,CL00207,3,5,2,3
PRD0902696,CL00185,3,4,2,2
PRD0903938,CL00001,1,1,2,1
PRD0902554,CL00170,3,9,2,3
PRD0901101,CL00207,1,4,2,1
PRD0903922,CL00067,2,8,1,2
PRD0900563,CL00041,2,1,2,1
PRD0901370,CL00112,1,3,1,2
PRD0902972,CL00106,2,6,2,1
PRD0903304,CL00107,1,9,2,2
PRD0904224,CL00140,2,2,1,3
PRD0904800,CL00144,1,9,1,3
PRD0901115,CL00200,3,3,1,1
PRD0904893,CL00076,1,4,1,1
PRD0903368,CL00132,1,3,2,3
PRD0904897,CL00199,1,3,2,3
PRD0900470,CL00240,3,3,1,1
PRD0900052,CL00005,2,2,1,2
PRD0902302,CL00141,1,2,1,3
PRD0903715,CL00142,3,7,1,3
PRD0904843,CL00127,3,7,1,2
PRD0902497,CL00132,1,7,1,3
PRD0904172,CL00214,2,2,1,3
PRD0902577,CL00110,3,2,2,3
PRD0903279,CL00116,3,10,2,2
PRD0904100,CL00214,3,10,1,3
PRD0901555,CL00076,3,8,2,2
PRD0903405,CL00076,3,10,1,1
PRD0903916,CL00209,1,10,2,1
PRD0900030,CL00185,1,1,1,2
PRD0900581,CL00182,3,6,1,1
PRD0900599,CL00205,3,6,1,3
PRD0901722,CL00160,2,5,1,2
PRD0903278,CL00016,3,7,2,1
PRD0902002,CL00070,3,2,1,3
PRD0903240,CL00212,2,1,1,1
PRD0902961,CL00207,1,6,1,2
PRD0904835,CL00044,1,9,2,1
PRD0900283,CL00073,3,5,1,2
PRD0904855,CL00114,2,3,2,1
PRD0900288,CL00067,2,6,1,3
PRD0902821,CL00201,1,8,1,3
PRD0903137,CL00157,2,8,1,2
PRD0903669,CL00187,2,6,1,2
PRD0900126,CL00136,1,1,1,2
PRD0902040,CL00229,2,10,1,2
PRD0901908,CL00116,2,4,2,1
PRD0903249,CL00236,3,5,2,2
PRD0900114,CL00237,2,3,2,2
PRD0901570,CL00102,3,6,2,2
PRD0904356,CL00209,1,2,2,2
PRD0902658,CL00008,1,4,2,1
PRD0903911,CL00050,3,6,1,3
PRD0902255,CL00094,2,1,1,2
PRD0901070,CL00070,1,5,1,1
PRD0902230,CL00030,2,4,1,1
PRD0903551,CL00153,3,1,1,3
PRD0901401,CL00205,3,2,2,3
PRD0904900,CL00161,3,5,1,1
PRD0902333,CL00238,3,8,1,1
PRD0900896,CL00074,1,2,2,1
PRD0900650,CL00060,3,3,2,3
PRD0902877,CL00113,1,10,1,1
PRD0902807,CL00210,1,8,2,1
PRD0902485,CL00205,2,4,1,1
PRD0902084,CL00087,1,4,2,1
PRD0903293,CL00126,1,2,1,2
PRD0900242,CL00096,1,7,2,2
PRD0904483,CL00209,3,1,1,3
PRD0902797,CL00063,2,2,1,1
PRD0903182,CL00234,1,9,1,2
PRD0901517,CL00238,2,6,2,2
PRD0902259,CL00238,2,6,2,2
PRD0903583,CL00235,2,3,1,3
PRD0901438,CL00187,2,2,1,1
PRD0900073,CL00207,3,4,2,3
PRD0904524,CL00199,2,3,2,2
PRD0901653,CL00235,3,2,2,2
PRD0904954,CL00040,2,5,2,3
PRD0902448,CL00169,3,9,1,3
PRD0902687,CL00207,3,2,1,1
PRD0901893,CL00206,3,8,2,2
PRD0901462,CL00126,2,6,2,3
PRD0901922,CL00023,3,8,2,3
PRD0901009,CL00238,3,5,2,2
PRD0902747,CL00201,3,1,2,3
PRD0902622,CL00213,3,6,2,3
PRD0901418,CL00008,3,3,1,3
PRD0903413,CL00148,1,2,1,2
PRD0901097,CL00207,2,10,2,1
PRD0903803,CL00151,2,3,2,3
PRD0901135,CL00002,1,7,1,1
PRD0901284,CL00129,2,8,2,3
PRD0900152,CL00043,1,9,2,3
PRD0900194,CL00219,3,10,1,1
PRD0900550,CL00167,2,8,1,2
PRD0900895,CL00001,1,10,1,1
PRD0900947,CL00079,3,4,2,1
PRD0901015,CL00201,2,6,1,3
PRD0901040,CL00201,2,7,2,1
PRD0901347,CL00072,3,5,2,2
PRD0901372,CL00067,1,9,2,1
PRD0901924,CL00096,3,1,1,3
PRD0902271,CL00044,3,4,2,3
PRD0902293,CL00167,2,1,1,1
PRD0903406,CL00198,2,3,2,2
PRD0903448,CL00167,1,1,2,3
PRD0903648,CL00001,3,6,2,2
PRD0903681,CL00201,3,7,1,1
PRD0903986,CL00003,2,10,2,3
PRD0904395,CL00075,3,6,2,2
PRD0904461,CL00024,1,2,2,1
PRD0904816,CL00167,3,5,1,1
PRD0904992,CL00167,2,10,2,2
PRD0901493,CL00011,2,9,1,2
PRD0903676,CL00219,3,5,1,3
PRD0903984,CL00159,2,6,2,2
PRD0904819,CL00079,1,2,2,2
PRD0904929,CL00011,1,1,1,2
PRD0900864,CL00100,3,9,1,2
PRD0901371,CL00079,1,3,2,2
PRD0901500,CL00046,1,6,2,3
PRD0901941,CL00073,3,8,1,2
PRD0901980,CL00049,3,2,1,3
PRD0902300,CL00025,2,3,2,1
